id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,renovated,zipcode,sqft_living15,sqft_lot15,price_range
5101402296,20140925T000000,835000,5,2.75,2434,7829,1,0,Very Poor,Excellent,Good Quality And Desgin,1495,960,1955,0,98115,2071,7876,(800000-900000]
414100295,20140623T000000,275000,2,1,1180,6550,1,0,Very Poor,Good,Bad Quality And Design,1195,0,1949,0,98133,1071,7203,(200000-300000]
6646200770,20140724T000000,610000,4,2.5,2434,16182,2,0,Good,OK,Good Quality And Desgin,2415,0,1990,0,98074,2371,11557,(600000-700000]
4377000100,20140925T000000,704000,4,2.75,2500,12379,1,0,Very Poor,Excellent,Good Quality And Desgin,2046,426,1976,0,98052,2221,12260,(700000-800000]
9828701085,20141003T000000,747000,3,1.75,2569,4819,1,0,Very Poor,OK,Average Quality And Design,1270,1265,1911,0,98112,1620,4833,(700000-800000]
4167300350,20140508T000000,258000,4,1.75,1710,8306,1,0,Very Poor,OK,Average Quality And Design,1235,505,1977,0,98023,1819,9774,(200000-300000]
6738700205,20150505T000000,1.12E+06,4,3.5,2828,4005,1.5,0,Very Poor,OK,Average Quality And Design,1825,960,1919,1,98144,2319,4026,(1100000-1200000]
4443801160,20140610T000000,420000,2,1,851,3970,1,0,Very Poor,Good,Bad Quality And Design,866,0,1916,0,98117,1220,4209,(400000-500000]
7893205080,20141007T000000,270000,3,1.5,1251,7497,1,0,Very Poor,OK,Average Quality And Design,1235,0,1962,0,98198,1269,7789,(200000-300000]
1774200060,20140617T000000,669000,4,2.75,2700,35345,2,0,Very Poor,Excellent,Good Quality And Desgin,2714,0,1976,0,98077,2821,35857,(600000-700000]
624110930,20140724T000000,845000,3,3.5,3492,16182,2,0,Very Poor,OK,Good Quality And Desgin,3452,0,1986,0,98077,3369,14823,(800000-900000]
1437580600,20150331T000000,1.06E+06,5,4.5,4148,7936,2,0,Very Poor,OK,Good Quality And Desgin,4154,0,2005,0,98074,3969,8404,(1000000-1100000]
6190701112,20141125T000000,396000,3,1,1975,9572,1,0,Very Poor,OK,Average Quality And Design,1086,886,1949,0,98133,1670,9588,(300000-400000]
8724300010,20140909T000000,548000,4,3.25,3424,5022,2,0,Very Poor,OK,Good Quality And Desgin,2345,1112,2008,0,98019,2319,5468,(500000-600000]
2558630060,20140530T000000,425000,3,2.25,1839,8024,1,0,Very Poor,OK,Average Quality And Design,1270,583,1974,0,98034,1870,7396,(400000-500000]
3322049201,20140523T000000,275000,4,1.5,1910,15335,2,0,Very Poor,OK,Average Quality And Design,1935,0,1979,0,98003,1569,7789,(200000-300000]
7129304540,20141220T000000,133000,5,2,1445,5561,1.5,0,Very Poor,OK,Bad Quality And Design,1420,0,1947,0,98118,1870,5971,(100000-200000]
7853221330,20141203T000000,675000,4,2.5,2900,6067,2,0,Excellent,OK,Good Quality And Desgin,2935,0,2004,0,98065,3120,6044,(600000-700000]
1003400155,20140811T000000,233000,3,1,1116,7667,1,0,Very Poor,OK,Average Quality And Design,1086,0,1955,0,98188,1319,8030,(200000-300000]
6379500640,20150409T000000,1.12E+06,3,1.5,3028,5800,2,0,Very Poor,Excellent,Good Quality And Desgin,2010,1028,1924,0,98116,1819,5796,(1100000-1200000]
6306400140,20140612T000000,1.10E+06,0,0,3093,4722,3.5,0,OK,OK,Average Quality And Design,3044,0,1990,0,98102,2371,4026,(1100000-1200000]
1189000825,20140702T000000,580000,3,2.25,1910,3970,1.5,0,Very Poor,OK,Good Quality And Desgin,1195,729,1905,0,98122,1319,3881,(500000-600000]
2698200210,20140908T000000,274000,3,1.75,1445,7187,1,0,Very Poor,OK,Average Quality And Design,974,426,1981,0,98055,1569,7165,(200000-300000]
9222400605,20141115T000000,842500,5,4,2968,4482,1.5,0,Very Poor,OK,Average Quality And Design,2086,886,1921,0,98115,1569,4209,(800000-900000]
7950302255,20150324T000000,404500,2,2,1316,2987,1.5,0,Very Poor,Good,Bad Quality And Design,1305,0,1910,0,98118,1422,3376,(400000-500000]
3432501415,20141111T000000,399000,3,1.75,1180,8197,1,0,Very Poor,OK,Average Quality And Design,1160,0,1952,0,98155,1220,8146,(300000-400000]
2767604067,20140820T000000,530000,3,3.25,1510,1105,3,0,Very Poor,OK,Good Quality And Desgin,1495,0,2006,0,98107,1370,1054,(500000-600000]
622100074,20141110T000000,720000,3,2.75,2434,76453,1,0,Very Poor,OK,Good Quality And Desgin,1641,808,1980,0,98072,1870,10025,(700000-800000]
8658300455,20141118T000000,225000,3,1.5,1381,12379,1,0,Very Poor,Good,Bad Quality And Design,1386,0,1976,0,98014,1370,9010,(200000-300000]
5416510110,20140605T000000,297500,4,2.5,1910,5022,2,0,Very Poor,OK,Average Quality And Design,1899,0,2005,0,98038,2021,5011,(200000-300000]
6141600065,20141016T000000,530000,3,2.25,2171,8106,1,0,Very Poor,OK,Good Quality And Desgin,1455,729,1960,0,98133,2171,8030,(500000-600000]
5409800140,20150217T000000,410500,4,2.5,3360,8585,2,0,Very Poor,OK,Good Quality And Desgin,3378,0,2004,0,98003,2770,8568,(400000-500000]
1868901295,20140729T000000,660000,5,2.25,2569,3797,1.5,0,Very Poor,Good,Average Quality And Design,1495,1028,1925,0,98115,1770,3756,(600000-700000]
3717000250,20150422T000000,321000,3,2.5,2040,4482,2,0,Very Poor,OK,Average Quality And Design,2010,0,2005,0,98001,2021,4485,(300000-400000]
1524059027,20140506T000000,675000,2,1,921,36154,1,0,OK,OK,Bad Quality And Design,935,0,1951,0,98006,2821,11247,(600000-700000]
3024059014,20150325T000000,1.90E+06,4,2.25,3028,11359,1.5,1,Good,Excellent,Good Quality And Desgin,2124,886,1916,1,98040,3869,11557,(1900000-2000000]
5101400838,20140916T000000,450000,3,1.75,1839,5445,1,0,OK,Good,Average Quality And Design,1014,808,1939,0,98115,1220,5468,(400000-500000]
1023059365,20140506T000000,520000,3,2.5,2434,55975,2,0,Very Poor,Good,Good Quality And Desgin,2454,0,1980,0,98059,2770,21407,(500000-600000]
2762600035,20140909T000000,279000,3,1,1510,16182,1,0,Very Poor,OK,Average Quality And Design,974,583,1952,0,98168,1520,15699,(200000-300000]
9183700845,20141218T000000,175000,2,1,786,7187,1,0,Very Poor,OK,Bad Quality And Design,791,0,1933,0,98030,1220,8030,(100000-200000]
7967650010,20150210T000000,339000,4,2.5,2900,6958,2,0,Very Poor,OK,Good Quality And Desgin,2901,0,2001,0,98001,2722,10316,(300000-400000]
7385300020,20140613T000000,725000,5,2.5,3228,12039,1,0,Very Poor,Good,Good Quality And Desgin,1825,1411,1968,0,98007,2469,11912,(700000-800000]
6117501820,20150428T000000,435000,2,1,786,11359,1,0,Very Poor,Good,Bad Quality And Design,791,0,1942,0,98166,1920,11912,(400000-500000]
2122039094,20141126T000000,705000,3,3,1975,20887,2,1,Good,Good,Good Quality And Desgin,1790,199,1980,0,98070,2269,76873,(700000-800000]
3530430100,20140815T000000,187000,2,1.75,1050,2987,1,0,Very Poor,Good,Good Quality And Desgin,1050,0,1974,0,98198,1169,3756,(100000-200000]
2722069077,20150409T000000,430000,3,2.5,2105,39772,1,0,Very Poor,OK,Average Quality And Design,2086,0,2012,0,98038,1968,9010,(400000-500000]
6370000005,20140827T000000,495500,3,1.75,2105,6416,1,0,Very Poor,OK,Average Quality And Design,1715,426,1959,0,98125,1520,6391,(400000-500000]
6791000050,20140908T000000,550000,3,2.75,2239,14652,1,0,Very Poor,Good,Good Quality And Desgin,1455,808,1977,0,98075,2221,13339,(500000-600000]
3066200460,20141218T000000,572500,3,2,2305,11068,2,0,Very Poor,OK,Good Quality And Desgin,2305,0,1979,0,98052,2269,10025,(500000-600000]
8085400355,20141204T000000,1.27E+06,5,3,3952,9572,1,0,Very Poor,OK,Good Quality And Desgin,2236,1713,1953,1,98004,1870,9469,(1200000-1300000]
3342100780,20140709T000000,583000,3,2.5,2635,5088,2,0,Poor,OK,Good Quality And Desgin,2605,0,1998,0,98056,2269,5468,(500000-600000]
7986401305,20141216T000000,767500,2,1.75,2239,9422,1,0,Good,Good,Good Quality And Desgin,1565,653,1951,0,98107,2120,5702,(700000-800000]
8638500020,20140911T000000,315000,3,1,1180,8477,1.5,0,Very Poor,OK,Average Quality And Design,1195,0,1958,0,98106,1422,8479,(300000-400000]
3356402705,20150317T000000,216000,4,2.5,1839,8024,2,0,Very Poor,OK,Average Quality And Design,1864,0,2008,0,98001,1770,8030,(200000-300000]
2547200240,20140622T000000,687000,4,2.5,2370,10020,2,0,Very Poor,Excellent,Good Quality And Desgin,2380,0,1966,0,98033,2371,10147,(600000-700000]
8165501620,20141218T000000,348500,2,2.25,1580,1980,2,0,Very Poor,OK,Good Quality And Desgin,1565,0,2007,0,98106,1470,1824,(300000-400000]
9465910310,20140919T000000,550000,4,2.5,2828,7571,2,0,Very Poor,OK,Good Quality And Desgin,2825,0,1992,0,98072,2770,7657,(500000-600000]
9448300115,20141205T000000,425000,4,2,1381,4482,1.5,0,Very Poor,Excellent,Average Quality And Design,1386,0,1908,0,98108,1920,5468,(400000-500000]
5662100110,20150218T000000,440000,3,2.5,1839,6806,2.5,0,Very Poor,Excellent,Average Quality And Design,1825,0,1954,0,98155,1319,6821,(400000-500000]
192450180,20150310T000000,335000,3,1.5,1116,16182,1,0,Very Poor,OK,Average Quality And Design,828,279,1985,0,98045,1220,15699,(300000-400000]
3330500875,20141226T000000,381156,2,1,1316,3189,1,0,Very Poor,Good,Average Quality And Design,1305,0,1908,0,98118,1269,4089,(300000-400000]
5103900015,20140626T000000,358000,3,1.5,2434,12379,1,0,Very Poor,Good,Average Quality And Design,2454,0,1967,0,98065,1569,11557,(300000-400000]
1370804115,20141106T000000,515000,2,1,1646,5172,1,0,Very Poor,Good,Average Quality And Design,1050,583,1937,0,98199,1770,5075,(500000-600000]
3995700325,20140604T000000,275000,2,1,786,8197,1,0,Very Poor,Excellent,Bad Quality And Design,757,0,1948,0,98155,770,8146,(200000-300000]
6150200330,20140825T000000,358000,3,1,1180,4722,1,0,Very Poor,OK,Average Quality And Design,1160,0,1955,0,98133,1169,6821,(300000-400000]
5694500840,20141125T000000,559000,2,3,1646,879,3,0,Very Poor,OK,Good Quality And Desgin,1344,279,2015,0,98103,1670,3073,(500000-600000]
5007500120,20150226T000000,341780,4,2.75,2239,4482,2,0,Very Poor,OK,Average Quality And Design,2270,0,2014,0,98001,2269,4583,(300000-400000]
8562790580,20150428T000000,830000,4,3.25,3093,4346,2,0,Very Poor,OK,Good Quality And Desgin,2236,886,2012,0,98027,2269,2258,(800000-900000]
2133010110,20150508T000000,455000,4,2.5,1777,13309,2,0,Very Poor,OK,Average Quality And Design,1790,0,1990,0,98019,2071,14823,(400000-500000]
4178500100,20140723T000000,282500,3,2.25,1646,7187,2,0,Very Poor,Good,Average Quality And Design,1675,0,1990,0,98042,1569,6976,(200000-300000]
1624049087,20140917T000000,635000,2,2.5,2500,8843,2,0,Very Poor,Good,Good Quality And Desgin,1790,653,2001,0,98108,1920,8893,(600000-700000]
7304301231,20140617T000000,345000,3,2.5,1710,2384,2,0,Very Poor,OK,Average Quality And Design,1675,0,2007,0,98155,1220,9311,(300000-400000]
5451200520,20140612T000000,850000,4,2.25,2105,11715,2,0,Very Poor,Good,Good Quality And Desgin,2124,0,1972,0,98040,2371,11557,(800000-900000]
5104450720,20141119T000000,325000,4,2.5,2305,9878,2,0,Very Poor,OK,Good Quality And Desgin,2270,0,1987,0,98058,1968,9469,(300000-400000]
1720069029,20150313T000000,349990,3,1,1381,162248,1,0,Good,Excellent,Bad Quality And Design,1344,0,1925,0,98022,2319,211671,(300000-400000]
104550580,20140520T000000,260000,4,2.5,1975,6675,2,0,Very Poor,OK,Average Quality And Design,1975,0,1989,0,98023,1870,6547,(200000-300000]
868001402,20150305T000000,1.00E+06,4,3.5,3161,12379,2,0,Poor,Good,Good Quality And Desgin,2046,1112,1979,0,98177,2869,11557,(1000000-1100000]
3791400250,20150425T000000,420000,3,2.5,2500,6184,2,0,Very Poor,OK,Good Quality And Desgin,2495,0,1999,0,98031,2869,6151,(400000-500000]
2013801086,20150513T000000,245000,3,1.5,1316,7412,1,0,Very Poor,Good,Average Quality And Design,1344,0,1966,0,98198,1319,7396,(200000-300000]
259500270,20140505T000000,478000,3,2.5,3028,4579,2,0,Very Poor,OK,Good Quality And Desgin,3044,0,2007,0,98056,2668,4751,(400000-500000]
1245002952,20141015T000000,1.20E+06,4,2.5,2766,7829,2,0,Very Poor,OK,Good Quality And Desgin,2786,0,1999,0,98033,2722,10025,(1200000-1300000]
7940700050,20150218T000000,475000,3,2.5,1910,4579,2,0,Very Poor,OK,Good Quality And Desgin,1935,0,1986,0,98034,1370,5138,(400000-500000]
8079010220,20141117T000000,440000,4,2.5,2370,7207,2,0,Very Poor,OK,Good Quality And Desgin,2345,0,1989,0,98059,2269,7321,(400000-500000]
1525079069,20140708T000000,650000,4,3,3692,57432,1,0,Very Poor,OK,Good Quality And Desgin,1864,1872,2003,0,98014,2571,26229,(600000-700000]
7853320550,20140805T000000,425000,4,2.5,2040,4482,2,0,Very Poor,OK,Average Quality And Design,2086,0,2007,0,98065,2071,4583,(400000-500000]
2424059035,20140820T000000,768000,3,2.5,3228,54402,2,0,OK,Good,Good Quality And Desgin,2675,505,1981,0,98006,3470,43994,(700000-800000]
1972201161,20150323T000000,435000,1,1,664,1980,1,0,Very Poor,Excellent,Bad Quality And Design,676,0,1905,0,98103,1319,3376,(400000-500000]
4222200120,20150205T000000,240000,3,2,1445,7571,1,0,Very Poor,OK,Average Quality And Design,1455,0,1968,0,98003,1569,7537,(200000-300000]
2883200160,20150429T000000,595000,4,2,2040,2712,2,0,Very Poor,OK,Average Quality And Design,2010,0,1960,0,98115,1920,3073,(500000-600000]
1137300340,20141121T000000,674250,4,2.5,2766,35033,1,0,Very Poor,Good,Good Quality And Desgin,2786,0,1985,0,98072,2722,35082,(600000-700000]
5538300225,20140513T000000,405000,4,1.75,2171,13869,1,0,Very Poor,OK,Average Quality And Design,1086,1112,1956,0,98155,2021,13339,(400000-500000]
3423049209,20150318T000000,200450,3,1,989,9104,1,0,Very Poor,OK,Bad Quality And Design,974,0,1957,0,98188,1020,8893,(200000-300000]
4307320230,20141014T000000,345000,4,2.5,2370,6958,2,0,Very Poor,OK,Average Quality And Design,2380,0,2003,0,98056,2371,6391,(300000-400000]
6141100750,20141008T000000,389000,3,1,1381,6550,1,0,Very Poor,Good,Average Quality And Design,1386,0,1947,0,98133,1620,6547,(300000-400000]
582000010,20150320T000000,830200,3,2.5,2700,4980,1,0,Very Poor,Excellent,Good Quality And Desgin,1455,1265,1951,0,98199,2319,6044,(800000-900000]
5035300090,20140812T000000,639000,4,1.75,1839,6067,1,0,Very Poor,Good,Average Quality And Design,935,886,1939,0,98199,1520,6044,(600000-700000]
1402000070,20140520T000000,390000,4,2.25,1777,32681,1,0,Very Poor,Good,Good Quality And Desgin,1195,583,1965,0,98058,2469,20042,(300000-400000]
9268700040,20150226T000000,215000,3,2,1445,1980,1.5,0,Very Poor,OK,Average Quality And Design,1455,0,1986,0,98003,1370,2258,(200000-300000]
7202290620,20150219T000000,461000,3,2.5,1710,2987,2,0,Very Poor,OK,Average Quality And Design,1675,0,2002,0,98053,1670,3073,(400000-500000]
9407101380,20141230T000000,189000,3,2,1445,11359,1,0,Very Poor,Poor,Average Quality And Design,1160,279,1995,0,98045,1520,9667,(100000-200000]
1621069045,20150105T000000,600000,4,2.5,3891,51420,2,0,Very Poor,OK,Good Quality And Desgin,3860,0,2007,0,98010,2171,65334,(600000-700000]
1025049115,20140625T000000,594000,3,2.25,1251,1393,2,0,Very Poor,OK,Good Quality And Desgin,1050,199,2014,0,98105,1169,1357,(500000-600000]
7922800320,20141016T000000,561750,5,1.75,2040,8980,1,0,OK,Good,Average Quality And Design,1014,1028,1962,0,98008,1968,8229,(500000-600000]
3013300980,20150506T000000,640500,3,1,1050,4579,1,0,OK,Good,Average Quality And Design,1086,0,1919,0,98136,1370,4485,(600000-700000]
4047200135,20140811T000000,289275,3,2,2828,23765,1,0,Very Poor,OK,Good Quality And Desgin,1715,1191,1985,0,98019,1470,13339,(200000-300000]
3826000460,20150313T000000,297975,3,2.25,2828,8106,1,0,Very Poor,Good,Average Quality And Design,1715,1112,1947,0,98168,1020,8088,(200000-300000]
8661000033,20140627T000000,235000,3,1.75,1381,6300,1,0,Very Poor,OK,Average Quality And Design,1420,0,1998,0,98022,1422,8479,(200000-300000]
7202340820,20141028T000000,599000,4,2.5,2500,5022,2,0,Very Poor,OK,Average Quality And Design,2495,0,2004,0,98053,2421,5011,(500000-600000]
9834201370,20150417T000000,430100,3,2.25,1381,1105,2,0,Very Poor,OK,Good Quality And Desgin,935,426,2009,0,98144,1422,1246,(400000-500000]
7857000732,20141101T000000,350000,3,1.75,2105,6300,1,0,Very Poor,OK,Average Quality And Design,1386,729,1956,0,98108,1770,5796,(300000-400000]
301401620,20141015T000000,298900,3,2.5,1839,4005,2,0,Very Poor,OK,Average Quality And Design,1864,0,2014,0,98002,2469,4026,(200000-300000]
2600010390,20141015T000000,825000,4,2.25,2434,10020,2,0,Very Poor,Good,Good Quality And Desgin,2415,0,1979,0,98006,2371,10316,(800000-900000]
1773100315,20140827T000000,445000,4,2.5,2171,6067,2,0,Very Poor,OK,Average Quality And Design,1641,505,2008,0,98106,1719,5702,(400000-500000]
2817850290,20141201T000000,258000,3,2,1777,7936,1.5,0,Very Poor,OK,Average Quality And Design,1790,0,1998,0,98001,1770,7876,(200000-300000]
5700000446,20141029T000000,465000,3,1.75,1580,1393,2,0,Very Poor,OK,Good Quality And Desgin,1050,505,2014,0,98144,1520,5468,(400000-500000]
7787920230,20150408T000000,518000,5,2.5,2900,13309,2,0,Very Poor,OK,Good Quality And Desgin,2901,0,2006,0,98019,3019,9311,(500000-600000]
1442880510,20140530T000000,499431,4,2.75,2635,6067,2,0,Very Poor,OK,Good Quality And Desgin,2605,0,2013,0,98045,2770,6682,(400000-500000]
1072010510,20150210T000000,435000,4,2.25,2239,13869,1,0,Very Poor,OK,Good Quality And Desgin,1641,583,1978,0,98059,2319,11247,(400000-500000]
8656300380,20140506T000000,272000,3,2.5,1646,13869,2,0,Very Poor,OK,Average Quality And Design,1641,0,1998,0,98014,1670,14823,(200000-300000]
7856620050,20150225T000000,822000,3,2,2434,13309,2,0,Very Poor,OK,Good Quality And Desgin,1825,583,1985,0,98006,2917,10950,(800000-900000]
1974200020,20150220T000000,450000,4,1.75,2171,9747,1,0,Very Poor,OK,Good Quality And Desgin,2194,0,1964,0,98034,2021,9901,(400000-500000]
7230300610,20150403T000000,352500,3,1.5,1445,17693,1,0,Very Poor,Excellent,Average Quality And Design,1455,0,1967,0,98059,2319,14065,(300000-400000]
4086300065,20140718T000000,670000,3,1.75,1316,1980,1.5,0,Very Poor,Good,Average Quality And Design,1270,0,1910,0,98102,2021,2734,(600000-700000]
5017000575,20141124T000000,569000,3,2,1975,2987,1.5,0,Very Poor,OK,Average Quality And Design,1235,729,1908,1,98112,1620,4089,(500000-600000]
2832100215,20150323T000000,443000,2,1,1251,10173,1,0,Very Poor,OK,Average Quality And Design,974,279,1948,0,98125,1968,9010,(400000-500000]
9378500050,20141006T000000,295000,4,2.5,2370,8843,2,0,Very Poor,OK,Average Quality And Design,2345,0,1993,0,98031,2021,8146,(200000-300000]
2351800065,20150217T000000,590000,3,1.75,2171,6184,1,0,OK,OK,Good Quality And Desgin,1386,808,1949,0,98199,2021,6151,(500000-600000]
302000375,20140814T000000,169100,3,2,1050,18344,1,0,Very Poor,Good,Average Quality And Design,1050,0,1953,0,98001,1670,15699,(100000-200000]
5451200370,20150209T000000,1.17E+06,4,2.25,3093,10553,2,0,Very Poor,Good,Good Quality And Desgin,3086,0,1968,0,98040,2469,10508,(1100000-1200000]
1088100450,20140725T000000,1.72E+06,5,4,4611,35033,2,0,Very Poor,OK,Good Quality And Desgin,4602,0,2008,0,98033,3369,35857,(1700000-1800000]
7517500610,20150304T000000,781000,3,2.5,1910,1980,3,0,Good,OK,Good Quality And Desgin,1935,0,2000,0,98103,1670,3073,(700000-800000]
3585900460,20150501T000000,1.06E+06,6,2.75,2968,19969,1,0,Excellent,OK,Good Quality And Desgin,2124,886,1965,0,98177,2722,20042,(1000000-1100000]
3204300625,20140903T000000,785950,4,3,2500,4579,1.5,0,Very Poor,OK,Average Quality And Design,1531,960,1925,1,98112,1620,4583,(700000-800000]
7203220300,20140724T000000,895990,4,2.75,3556,6550,2,0,Very Poor,OK,Good Quality And Desgin,3564,0,2014,0,98053,3620,5702,(800000-900000]
2623069069,20140911T000000,775000,3,2.5,2635,236751,1.5,0,Very Poor,Good,Good Quality And Desgin,2605,0,1998,0,98027,2622,170386,(700000-800000]
9512501450,20150429T000000,555000,3,1.75,1251,9104,1,0,Very Poor,OK,Average Quality And Design,1270,0,1969,0,98052,1719,8479,(500000-600000]
1090000036,20141223T000000,756450,4,2,3228,8397,1.5,0,Very Poor,Excellent,Average Quality And Design,2046,1191,1914,0,98136,2518,6391,(700000-800000]
1234000704,20150403T000000,1.38E+06,5,3.5,3692,8713,2,0,Very Poor,OK,Good Quality And Desgin,3678,0,2003,0,98033,2021,8893,(1300000-1400000]
8099900260,20140528T000000,544500,4,2.5,2239,10348,1,0,Very Poor,Excellent,Average Quality And Design,1455,808,1974,0,98075,1968,10316,(500000-600000]
2895550280,20140507T000000,280000,3,2.5,1580,4346,2,0,Very Poor,OK,Average Quality And Design,1605,0,2000,0,98001,1719,4751,(200000-300000]
